2020 2 1 1691 7195 1 0 1 0 4 7 "Owner-Occupied" 581347
2015 3 2 1825 8148 1 1 0 0 4 4 "Owner-Occupied" 611093
2019 4 2 2097 7720 1 0 0 0 1 8 "Owner-Occupied" 802818
2000 3 2 1364 4090 0 0 1 0 9 4 "Owner-Occupied" 512294
2019 3 1 1602 6840 1 0 0 0 5 3 "Owner-Occupied" 539737
2007 4 3 2240 9125 1 1 0 0 1 10 "Owner-Occupied" 626746
2019 2 1 1813 6063 1 0 0 0 4 3 "Owner-Occupied" 471574
2019 3 1 1810 7891 1 0 0 0 7 7 "Owner-Occupied" 670020
2015 3 1 1784 6431 1 1 0 0 9 4 "Owner-Occupied" 728857
2006 3 2 1771 6827 1 1 0 0 6 5 "Owner-Occupied" 531945
2021 6 3 2680 7570 1 1 1 1 1 8 "Owner-Occupied" 1237636
2000 3 1 1724 9782 1 1 0 0 7 9 "Owner-Occupied" 564301
1967 1 1 1122 4122 0 0 0 1 2 5 "Rental" 1167829
2021 4 3 1729 6909 0 1 0 0 1 9 "Owner-Occupied" 610401
2021 2 1 1003 3471 0 0 0 0 8 4 "Rental" 811939
2002 6 3 2575 7949 1 1 1 0 2 9 "Owner-Occupied" 806183
1990 2 1 1182 4317 0 0 1 0 9 4 "Rental" 411106
2018 3 1 1742 6872 1 0 0 0 8 5 "Rental" 823629
1999 3 2 1709 5131 1 1 0 0 9 1 "Owner-Occupied" 538990
2021 3 2 1948 9784 1 0 1 0 7 8 "Owner-Occupied" 1123462
2008 4 3 2373 12126 1 1 1 0 1 10 "Owner-Occupied" 1268100
2019 3 2 2087 6123 1 1 0 0 8 2 "Owner-Occupied" 892392
2016 4 2 2187 9686 1 0 1 0 1 9 "Owner-Occupied" 878450
2021 2 1 1755 7126 1 1 0 0 3 2 "Rental" 656255
1972 3 2 1991 10441 1 1 0 0 2 6 "Owner-Occupied" 409325
1998 3 2 2012 5882 1 1 0 0 9 5 "Rental" 755657
2015 2 1 1077 3572 0 1 0 0 7 2 "Rental" 409095
2013 2 1 1148 3766 0 0 0 0 5 1 "Rental" 283504
2021 6 3 2493 9628 1 1 1 0 1 9 "Owner-Occupied" 2058161
2015 4 3 2578 10169 1 1 0 0 3 8 "Owner-Occupied" 793584
2021 2 1 1405 6073 0 0 0 0 3 1 "Rental" 307044
2017 4 3 2047 9257 1 0 0 0 1 10 "Owner-Occupied" 750475
1977 3 1 1891 5936 1 1 0 0 8 6 "Owner-Occupied" 490126
1995 3 2 2129 9968 1 1 0 1 7 7 "Owner-Occupied" 602696
2019 4 2 1491 4371 0 0 0 0 3 7 "Owner-Occupied" 562612
2011 2 1 1100 5239 0 1 0 0 6 1 "Rental" 332963
2012 3 1 1321 5427 0 0 0 1 9 2 "Owner-Occupied" 560379
2021 3 2 1904 6506 1 0 0 0 5 4 "Owner-Occupied" 671448
2020 3 2 1902 9965 1 1 0 1 7 10 "Owner-Occupied" 1037687
1999 3 2 1898 7380 1 0 0 0 6 6 "Owner-Occupied" 469447
2021 2 1 1252 4601 0 0 0 0 9 3 "Rental" 912471
2007 3 1 1602 5066 0 1 0 0 7 3 "Owner-Occupied" 445929
2020 2 2 1623 7729 1 0 0 0 8 2 "Rental" 668121
2015 3 2 2075 8673 1 1 0 0 8 9 "Rental" 1005879
2019 3 2 1790 7905 1 0 1 0 6 8 "Owner-Occupied" 1012109
2014 2 1 1652 6123 1 0 1 0 8 5 "Owner-Occupied" 720714
2021 3 2 2003 7476 1 1 0 0 9 7 "Rental" 1022608
2010 2 1 1214 3512 0 0 0 0 6 2 "Rental" 422044
2006 3 2 2241 7782 1 0 0 0 5 4 "Owner-Occupied" 496442
2019 3 2 1848 7422 1 0 0 0 9 6 "Rental" 964805
2011 2 2 1114 4270 0 0 0 0 6 4 "Rental" 389037
1992 4 2 2183 10311 1 1 0 0 1 10 "Owner-Occupied" 620297
2006 2 1 1168 3876 0 1 0 0 7 1 "Rental" 360205
1996 3 2 2059 8433 1 1 0 1 8 5 "Owner-Occupied" 645069
1992 3 2 1854 7158 1 1 0 0 4 7 "Rental" 773992
2021 3 2 2168 10107 1 0 0 0 5 9 "Rental" 849777
2021 3 2 1787 8660 1 0 0 0 8 8 "Owner-Occupied" 993763
1975 2 2 1205 5468 0 0 0 0 5 3 "Rental" 401459
2019 3 2 1899 7968 1 0 0 0 9 8 "Rental" 901421
1994 3 2 1800 6707 1 1 0 0 6 8 "Owner-Occupied" 1130270
2004 1 1 1119 4403 0 0 0 0 6 1 "Rental" 307223
2005 1 1 905 3987 0 0 0 0 6 5 "Rental" 465140
2009 4 2 2196 6271 1 1 0 0 2 8 "Owner-Occupied" 1209588
2017 3 1 1892 5116 1 1 0 0 8 4 "Owner-Occupied" 646651
2020 2 1 1036 3473 0 0 0 0 9 2 "Rental" 646357
1990 4 3 2335 11019 1 0 0 0 1 10 "Owner-Occupied" 656416
2015 2 1 1357 5843 0 0 0 0 4 5 "Rental" 278439
2005 2 1 1773 5000 1 0 0 0 3 6 "Owner-Occupied" 280333
2006 3 2 2036 12327 1 0 0 0 6 10 "Rental" 1037758
1985 3 2 1853 7165 1 1 0 0 8 7 "Owner-Occupied" 536544
2020 3 2 2111 8705 1 0 1 0 7 9 "Owner-Occupied" 1120955
2020 1 1 1160 4624 0 0 0 0 2 2 "Rental" 404243
2007 6 3 2705 10332 1 1 1 0 1 9 "Owner-Occupied" 941989
2021 4 3 2338 10104 1 0 0 0 1 9 "Owner-Occupied" 1216821
1972 4 2 2074 9430 1 1 0 0 1 9 "Owner-Occupied" 402219
2008 2 1 1128 4544 0 0 0 0 4 4 "Rental" 248864
2012 3 2 2049 8086 1 1 1 0 9 8 "Owner-Occupied" 969464
2021 2 2 1307 4872 0 0 0 0 9 8 "Rental" 606779
2021 4 3 2401 10830 1 0 0 0 1 7 "Owner-Occupied" 824828
2019 4 2 2123 7723 1 1 0 1 3 8 "Owner-Occupied" 921345
2007 2 1 1116 3410 0 1 0 0 8 8 "Rental" 508008
2014 2 2 1349 3860 0 1 0 1 9 4 "Rental" 619844
2021 2 1 1069 3727 0 0 0 0 2 1 "Rental" 285637
2020 3 2 1839 4982 1 1 0 0 9 7 "Owner-Occupied" 871083
2019 3 2 1861 7302 1 1 0 0 10 3 "Rental" 981525
2017 2 1 1800 8639 1 0 0 0 7 9 "Owner-Occupied" 607764
2016 4 2 2152 5749 1 1 1 0 1 8 "Owner-Occupied" 1586961
1997 3 2 2077 6762 1 1 0 0 3 9 "Owner-Occupied" 396125
2017 3 2 1599 5947 0 1 0 0 8 1 "Rental" 596402
2010 2 1 1113 6467 0 0 0 0 6 7 "Rental" 378993
2020 2 1 1812 8479 1 0 0 0 5 4 "Owner-Occupied" 607426
1994 2 1 1103 3886 0 0 1 0 6 8 "Owner-Occupied" 245333
2002 3 2 1903 7267 1 1 0 0 3 4 "Owner-Occupied" 402890
2000 1 1 1078 3443 0 1 0 0 4 1 "Rental" 192809
2016 6 3 2686 9418 1 1 1 0 1 8 "Owner-Occupied" 924952
2003 3 2 1864 7644 1 0 0 0 8 7 "Owner-Occupied" 603543
2020 4 2 2290 10913 1 1 0 0 1 9 "Owner-Occupied" 924012
1963 4 2 2124 5485 1 0 1 0 1 9 "Owner-Occupied" 636844
2017 2 1 1896 8294 1 0 0 0 6 5 "Owner-Occupied" 683629
2007 2 1 1170 4613 0 0 0 0 5 6 "Rental" 349630
2011 1 1 1072 4254 0 0 0 1 3 3 "Owner-Occupied" 763668
1964 4 1 2059 5099 1 1 0 0 4 8 "Owner-Occupied" 613122
2019 2 1 1241 3790 0 0 0 0 5 6 "Owner-Occupied" 345156
2018 4 2 2156 9018 1 1 0 0 1 9 "Owner-Occupied" 618230
2017 3 1 1446 4549 0 1 0 0 6 5 "Rental" 469344
2020 4 2 2229 6442 1 0 0 0 4 8 "Owner-Occupied" 1035486
2013 2 1 1388 6105 0 0 0 1 6 4 "Owner-Occupied" 503102
1993 3 2 1958 7250 1 1 0 0 7 7 "Owner-Occupied" 742666
2021 3 2 1973 9646 1 1 0 1 3 8 "Owner-Occupied" 702851
2015 2 2 1692 5484 1 0 0 0 6 2 "Owner-Occupied" 581150
2020 4 3 2059 10175 1 1 1 0 1 10 "Owner-Occupied" 861048
2015 4 3 2376 11300 1 1 0 0 1 7 "Owner-Occupied" 776697
2021 4 2 2044 9116 1 1 0 0 1 10 "Owner-Occupied" 720579
2004 3 2 2101 9734 1 1 0 0 8 7 "Owner-Occupied" 736386
1995 1 1 1076 4358 0 0 0 0 6 4 "Rental" 636171
2014 3 2 1433 5743 0 1 0 0 6 4 "Owner-Occupied" 504977
2021 3 1 1231 4345 0 1 0 0 6 3 "Rental" 610760
2019 2 2 1800 6088 1 1 0 0 8 2 "Owner-Occupied" 642033
2010 3 1 1786 6503 1 1 0 0 6 3 "Owner-Occupied" 543459
2021 4 2 2044 9882 1 0 1 0 3 10 "Owner-Occupied" 1389625
2007 3 2 2007 6162 1 1 0 0 5 5 "Owner-Occupied" 584964
1993 2 1 1310 4539 0 0 0 0 9 1 "Rental" 747834
2010 4 1 1985 6669 1 1 0 0 6 8 "Owner-Occupied" 672169
2013 3 2 2088 7155 1 1 0 0 10 4 "Rental" 1078688
2010 3 1 1901 9046 1 0 0 0 9 4 "Owner-Occupied" 970286
2015 3 1 1808 7730 1 0 0 0 9 7 "Owner-Occupied" 761086
2021 2 1 1038 3442 0 0 0 0 8 1 "Rental" 637400
2017 1 1 1156 2830 0 0 0 0 4 2 "Rental" 258913
2019 2 1 1803 8391 1 0 0 0 4 9 "Owner-Occupied" 1313464
2004 2 1 1508 5372 0 0 0 0 4 1 "Rental" 306279
2021 3 1 1227 5521 0 1 0 0 8 8 "Rental" 659269
2020 2 1 1232 4350 0 0 0 0 9 7 "Rental" 377320
2016 3 2 2149 9481 1 1 1 0 4 10 "Owner-Occupied" 803554
2006 2 2 1309 5469 0 1 0 0 7 2 "Rental" 395325
2017 3 2 1946 6478 1 1 0 0 8 9 "Owner-Occupied" 728598
2012 3 2 1803 3902 1 1 1 1 8 8 "Owner-Occupied" 1205791
2007 3 2 1885 6530 1 1 0 0 7 7 "Rental" 700807
2008 4 2 2025 6242 1 0 0 0 1 6 "Owner-Occupied" 501563
2015 3 1 1934 6855 1 0 0 0 3 4 "Owner-Occupied" 694021
2008 3 1 1513 5121 0 1 0 0 9 4 "Rental" 799601
2016 2 1 1210 3523 0 0 0 0 9 1 "Rental" 685875
1995 3 2 1410 4333 0 1 0 0 9 4 "Rental" 755977
1987 3 2 1939 6503 1 1 0 0 8 8 "Rental" 704343
2007 4 2 2045 6137 1 1 0 0 1 6 "Owner-Occupied" 460188
2017 2 1 1278 5386 0 0 0 1 3 6 "Rental" 312021
2016 4 3 2292 5018 1 1 1 0 5 7 "Owner-Occupied" 961437
1999 4 2 2194 11093 1 0 0 0 1 9 "Rental" 643518
2011 1 1 1048 3881 0 0 0 0 4 1 "Rental" 421658
1995 4 3 2028 6349 1 1 0 0 1 5 "Owner-Occupied" 403503
2014 3 2 2069 8393 1 1 0 0 9 9 "Owner-Occupied" 808854
2013 3 2 1947 7119 1 0 0 0 9 3 "Rental" 862002
2014 4 2 2126 7575 1 1 1 0 1 10 "Owner-Occupied" 741412
2007 4 3 2188 7703 1 0 0 0 1 4 "Owner-Occupied" 639958
2008 1 1 1587 5408 1 1 0 0 3 2 "Owner-Occupied" 306955
1986 4 3 1916 4185 1 0 0 0 1 2 "Owner-Occupied" 620125
2016 3 2 1962 9329 1 1 0 0 8 8 "Rental" 1002187
1970 3 1 1713 6029 1 1 0 0 7 7 "Owner-Occupied" 471033
2011 3 2 1830 5998 1 0 1 0 7 5 "Owner-Occupied" 1012260
2021 4 2 1933 6654 1 0 0 1 2 9 "Owner-Occupied" 1592786
1973 3 2 2038 8467 1 0 0 0 4 5 "Owner-Occupied" 364264
2018 3 1 1876 8861 1 1 0 0 9 9 "Owner-Occupied" 793674
2008 3 2 2097 7158 1 1 0 0 9 8 "Owner-Occupied" 709974
2021 3 2 2076 7309 1 0 0 0 5 5 "Owner-Occupied" 845357
2019 2 1 1671 3858 1 0 0 0 7 3 "Owner-Occupied" 511959
1967 3 1 1856 2459 1 1 0 0 10 3 "Rental" 615411
2020 4 1 2016 8790 1 1 0 1 5 8 "Owner-Occupied" 787481
2020 4 2 2145 8139 1 1 0 0 2 9 "Owner-Occupied" 837464
2021 4 1 1940 5750 1 1 0 1 2 8 "Owner-Occupied" 668214
1988 2 1 1212 5270 0 0 0 0 3 3 "Rental" 211975
2015 4 2 2185 6307 1 0 0 1 1 7 "Owner-Occupied" 870993
2019 3 2 2084 8076 1 1 0 0 8 5 "Rental" 1294696
2017 3 1 1303 4939 0 0 0 0 9 4 "Owner-Occupied" 473106
2018 3 2 2055 8592 1 1 0 0 5 9 "Owner-Occupied" 637252
2017 6 3 2506 10908 1 0 1 0 1 10 "Rental" 1116244
2018 2 2 1845 6273 1 0 0 0 6 9 "Owner-Occupied" 613158
2004 3 2 1841 6937 1 0 1 0 10 7 "Owner-Occupied" 845161
2012 3 1 1368 5212 0 0 0 0 9 8 "Rental" 482286
1996 2 1 1119 3428 0 0 0 0 4 2 "Rental" 298922
2003 2 1 1321 5696 0 0 0 0 9 2 "Rental" 583679
2012 3 2 1987 9123 1 0 0 0 9 7 "Rental" 974282
2020 3 1 1894 6896 1 0 0 0 8 5 "Owner-Occupied" 648933
2010 2 1 1304 3255 0 0 0 0 5 7 "Rental" 227735
2021 4 3 2394 8649 1 1 0 0 1 9 "Owner-Occupied" 712005
2013 2 1 1708 5788 1 0 0 0 5 1 "Owner-Occupied" 676070
2006 3 2 2179 10047 1 1 0 0 8 7 "Owner-Occupied" 1122440
2001 2 1 1735 7791 1 0 0 0 4 8 "Owner-Occupied" 636302
2000 4 2 2245 10045 1 1 0 0 1 9 "Owner-Occupied" 571259
2000 2 1 1087 5398 0 0 0 0 6 5 "Rental" 292770
2007 3 2 1472 6057 0 1 0 0 8 7 "Owner-Occupied" 472275
2012 2 1 1240 4195 0 0 0 0 5 4 "Owner-Occupied" 158829
2007 6 3 2620 9376 1 1 0 0 1 8 "Owner-Occupied" 943140
2014 3 1 1820 8238 1 1 0 0 6 9 "Owner-Occupied" 667005
2011 4 2 1869 6731 1 1 0 1 1 5 "Owner-Occupied" 515063
2021 3 2 1924 7928 1 0 0 0 7 1 "Owner-Occupied" 793874
2008 3 2 2147 8828 1 0 1 0 6 4 "Owner-Occupied" 766427
2017 3 1 1993 9003 1 1 0 0 5 8 "Owner-Occupied" 600135
2003 3 2 2016 6444 1 0 1 0 6 9 "Rental" 728001
2021 3 2 1947 8798 1 0 1 0 8 8 "Owner-Occupied" 1444496
1961 3 2 2127 6573 1 1 0 0 8 5 "Owner-Occupied" 523327
1999 3 2 2160 10864 1 1 1 0 7 9 "Owner-Occupied" 874099
2021 3 1 1791 5870 1 1 0 0 9 4 "Owner-Occupied" 1069199
2017 8 3 3215 15278 1 1 1 0 1 10 "Owner-Occupied" 1616617
1997 4 3 1949 7872 1 1 0 0 1 9 "Owner-Occupied" 479135
2016 3 2 2236 10176 1 1 0 0 7 7 "Rental" 864243
2008 4 2 1523 7809 0 1 0 0 1 7 "Owner-Occupied" 617446
2021 2 2 1865 6114 1 1 0 0 3 8 "Owner-Occupied" 525635
2003 3 1 1767 6765 1 1 0 0 5 5 "Owner-Occupied" 647652
2017 3 2 1975 8852 1 1 0 0 7 2 "Owner-Occupied" 929403
1995 2 2 1002 4906 0 0 0 0 9 2 "Rental" 450861
2015 3 1 1853 8274 1 0 0 0 9 5 "Rental" 855420
2018 3 2 1997 10296 1 1 0 0 5 3 "Owner-Occupied" 889711
2017 2 1 1294 3314 0 0 0 0 5 4 "Rental" 479951
2021 2 1 1134 4877 0 0 0 0 6 4 "Rental" 483116
2016 3 1 2074 9150 1 1 0 0 8 9 "Owner-Occupied" 758553
2013 3 2 2048 6192 1 1 0 0 8 4 "Rental" 801369
2006 2 2 1270 4602 0 0 0 0 6 2 "Rental" 982991
2003 1 1 1045 2415 0 0 0 0 4 1 "Rental" 265919
2007 3 2 1997 5940 1 1 0 0 9 9 "Owner-Occupied" 718533
2021 3 2 2120 7684 1 1 0 0 8 8 "Owner-Occupied" 965123
2000 3 2 2037 4581 1 1 0 1 9 3 "Rental" 759981
2000 2 1 1109 3635 0 0 0 0 9 1 "Rental" 347256
2015 3 2 2049 11735 1 1 0 0 3 8 "Owner-Occupied" 588679
2021 4 2 2232 7201 1 0 0 0 2 9 "Owner-Occupied" 700196
2006 3 2 1875 8046 1 1 0 1 9 8 "Owner-Occupied" 1261542
1983 2 1 1176 4868 0 0 0 0 5 6 "Rental" 322034
2021 2 1 1219 5310 0 0 0 0 5 1 "Rental" 429439
2005 2 1 1337 5611 0 0 0 0 7 8 "Rental" 297013
2021 2 2 1318 4271 0 0 0 0 8 6 "Rental" 571782
1980 3 1 1787 4878 1 1 0 0 4 4 "Owner-Occupied" 681028
2021 3 1 2162 8442 1 0 0 1 8 8 "Owner-Occupied" 934380
2017 1 1 1203 3339 0 0 0 0 6 3 "Owner-Occupied" 221380
2017 2 2 1156 3210 0 0 0 0 8 1 "Rental" 742464
1990 3 2 2029 8997 1 1 0 0 6 8 "Owner-Occupied" 537285
1998 4 3 2235 8541 1 1 0 1 2 9 "Owner-Occupied" 763166
1992 3 2 2050 7639 1 0 0 0 9 6 "Rental" 662256
1959 1 1 988 4014 0 0 0 0 5 4 "Rental" 129787
2016 4 1 1972 6155 1 0 0 1 5 5 "Owner-Occupied" 880969
1993 3 2 1877 5311 1 0 0 0 5 6 "Owner-Occupied" 376652
1985 4 2 2183 6023 1 0 1 0 1 8 "Owner-Occupied" 491792
1970 2 1 1727 4763 1 1 0 0 5 6 "Owner-Occupied" 329201
2004 3 2 1532 6304 0 1 0 0 6 6 "Owner-Occupied" 379499
2010 4 2 2109 6715 1 1 0 0 2 2 "Owner-Occupied" 653521
1995 3 2 1793 5657 1 0 0 0 9 8 "Owner-Occupied" 542601
2019 3 1 1907 5150 1 0 0 0 10 5 "Rental" 821367
2009 3 1 1826 7228 1 0 0 0 9 5 "Owner-Occupied" 628942
1988 2 1 1647 5252 1 1 0 0 9 1 "Owner-Occupied" 633083
2008 3 2 1884 6228 1 1 1 0 5 8 "Owner-Occupied" 687661
2005 2 1 1081 5084 0 0 0 0 8 2 "Rental" 442616
2013 3 2 2008 8837 1 0 1 0 5 8 "Owner-Occupied" 895542
2005 3 2 1998 10364 1 0 0 0 6 7 "Owner-Occupied" 640446
2021 6 3 2784 8225 1 1 0 0 1 9 "Owner-Occupied" 775981
2002 3 2 2007 8446 1 1 0 0 7 8 "Owner-Occupied" 639684
2019 3 1 1616 3364 1 1 0 0 5 8 "Owner-Occupied" 943804
2012 2 2 1900 9220 1 1 0 0 7 10 "Owner-Occupied" 665674
2018 3 1 1842 6215 1 1 0 0 8 7 "Owner-Occupied" 987734
2017 3 1 1759 8670 1 0 0 0 6 7 "Owner-Occupied" 788856
2018 3 2 2106 9956 1 1 0 0 8 4 "Rental" 1048958
2003 4 3 2190 7164 1 1 0 0 1 8 "Owner-Occupied" 445828
1996 4 2 1996 7986 1 1 1 0 1 10 "Owner-Occupied" 573722
2005 3 1 1893 5824 1 0 0 0 8 7 "Rental" 652687
2019 3 1 1484 6336 0 1 0 0 9 8 "Rental" 703206
1993 3 1 1853 4122 1 1 0 1 8 3 "Owner-Occupied" 622753
2018 3 2 1721 6273 1 1 0 0 5 6 "Owner-Occupied" 942924
2017 4 2 1912 5883 1 1 0 0 1 9 "Owner-Occupied" 587556
2009 2 1 1169 3931 0 0 0 0 7 1 "Rental" 385063
2004 3 1 2073 10486 1 1 0 0 7 8 "Owner-Occupied" 635567
2017 3 2 2034 5885 1 0 1 0 9 6 "Owner-Occupied" 950381
2000 2 2 1283 5354 0 0 0 0 3 5 "Owner-Occupied" 268882
2007 3 2 1342 6147 0 0 1 0 7 7 "Owner-Occupied" 604740
2013 3 2 2067 7181 1 1 0 0 6 4 "Owner-Occupied" 619692
2005 3 2 1410 4862 0 0 0 0 7 2 "Rental" 529784
2021 4 2 1939 4571 1 0 0 0 4 8 "Owner-Occupied" 761352
2021 1 1 1028 4612 0 0 0 0 7 3 "Rental" 376561
2021 3 2 2212 4760 1 1 0 0 5 6 "Owner-Occupied" 948541
2019 3 1 1961 4545 1 0 0 0 9 2 "Owner-Occupied" 628299
2015 3 1 1840 8190 1 0 0 0 5 8 "Owner-Occupied" 576150
1981 3 2 2074 9837 1 1 0 0 6 4 "Owner-Occupied" 533070
2020 3 2 1861 6418 1 0 0 0 8 5 "Owner-Occupied" 692140
2010 6 3 2685 13062 1 1 0 0 1 9 "Owner-Occupied" 680332
2020 2 1 1052 4043 0 0 0 0 6 3 "Rental" 357227
2013 3 2 1961 7810 1 1 0 0 6 7 "Owner-Occupied" 708020
2020 3 2 1862 4023 1 1 1 0 9 6 "Owner-Occupied" 1092020
1988 1 1 1185 4115 0 0 0 0 3 3 "Rental" 207838
2020 3 2 2037 5252 1 0 0 0 5 6 "Owner-Occupied" 711958
2018 2 1 1135 5675 0 0 0 0 4 2 "Rental" 364432
2017 4 1 1696 4205 0 1 0 0 1 6 "Owner-Occupied" 912025
1995 8 3 2982 11669 1 1 1 0 1 10 "Owner-Occupied" 1147188
2021 3 2 1423 3882 0 0 1 0 7 2 "Owner-Occupied" 1001846
2020 3 1 1898 10666 1 1 0 1 9 7 "Owner-Occupied" 897353
2021 3 1 1831 8255 1 1 0 0 7 4 "Owner-Occupied" 969976
2007 3 2 1622 6373 0 0 0 0 6 7 "Owner-Occupied" 451418
2019 2 1 1792 7819 1 0 0 0 8 5 "Owner-Occupied" 740345
2015 1 1 1008 2912 0 0 0 1 1 1 "Owner-Occupied" 141953
2020 3 2 2125 6158 1 0 0 0 6 7 "Rental" 748470
2020 4 2 2192 7635 1 1 0 0 1 8 "Owner-Occupied" 1646940
2019 4 2 2290 8685 1 0 0 0 1 9 "Owner-Occupied" 559181
2015 4 2 2185 9589 1 0 0 0 1 9 "Owner-Occupied" 736526
2021 1 1 1175 4236 0 0 0 0 3 1 "Owner-Occupied" 294067
1990 3 2 2047 6793 1 1 0 0 3 6 "Rental" 418081
1975 3 2 1984 6638 1 0 0 0 5 5 "Rental" 555667
1994 3 2 2030 7765 1 0 0 0 2 8 "Owner-Occupied" 497968
1980 2 1 1254 4866 0 0 0 0 8 4 "Rental" 544502
1990 2 1 1333 6127 0 0 0 0 4 4 "Rental" 263242
2021 2 1 1152 4328 0 0 0 0 9 2 "Rental" 521479
2012 3 1 2113 6228 1 0 0 0 9 9 "Owner-Occupied" 663870
2016 4 2 1940 6939 1 1 0 0 6 8 "Owner-Occupied" 766366
2017 3 2 1947 7793 1 0 1 0 8 4 "Owner-Occupied" 924109
2020 3 2 1892 5971 1 1 0 0 10 7 "Rental" 1196753
2012 3 1 1813 9810 1 0 0 0 6 8 "Owner-Occupied" 563736
2020 4 2 2466 7539 1 0 0 0 1 10 "Owner-Occupied" 561582
2011 3 2 1958 9059 1 0 0 0 6 7 "Owner-Occupied" 623564
2021 3 1 1892 6361 1 1 0 0 5 8 "Owner-Occupied" 737621
2019 3 1 1637 6814 1 0 0 0 8 4 "Rental" 1093592
2010 1 1 996 4065 0 0 0 0 6 1 "Rental" 256818
2019 3 2 1619 5458 0 1 0 0 9 8 "Rental" 703202
2013 4 2 2182 7750 1 0 0 0 1 9 "Owner-Occupied" 1053112
1999 4 2 1999 7784 1 0 0 0 1 5 "Owner-Occupied" 464171
2007 3 2 1830 7503 1 0 0 0 8 5 "Owner-Occupied" 1279347
1988 2 1 1751 5876 1 0 0 0 7 3 "Owner-Occupied" 437904
2021 3 2 1965 7632 1 1 0 0 5 8 "Owner-Occupied" 860074
2015 3 2 1882 7036 1 0 0 0 6 7 "Owner-Occupied" 585985
2017 4 2 2227 6419 1 1 1 0 1 7 "Owner-Occupied" 1024646
2003 2 2 1691 5232 1 0 0 0 7 2 "Rental" 717471
2010 2 1 1820 5996 1 0 0 0 8 6 "Owner-Occupied" 501570
2019 1 1 1011 3775 0 0 0 0 7 4 "Rental" 302543
2021 2 1 1261 2567 0 0 0 0 9 3 "Rental" 710518
2008 2 1 1262 4730 0 0 0 0 3 1 "Rental" 275206
2019 2 1 1103 3610 0 0 0 0 7 4 "Rental" 348282
2006 2 1 1662 2988 1 0 0 0 8 5 "Owner-Occupied" 525006
2006 3 2 2085 8133 1 0 0 0 8 6 "Owner-Occupied" 659126
2013 6 3 2711 12937 1 1 1 0 1 10 "Owner-Occupied" 1177718
2018 2 1 1766 7955 1 0 0 0 3 8 "Rental" 498835
2019 2 1 1139 3637 0 0 0 0 9 1 "Owner-Occupied" 271967
2017 2 2 1676 6364 1 0 0 0 7 4 "Owner-Occupied" 552231
1994 1 1 871 3019 0 0 0 0 8 1 "Rental" 279107
2012 3 2 1862 8598 1 1 0 0 3 1 "Owner-Occupied" 598904
2017 3 2 1756 8010 1 1 1 0 7 7 "Owner-Occupied" 987481
2021 3 2 2091 7686 1 1 0 0 7 8 "Owner-Occupied" 1184982
2015 3 2 1490 4659 0 1 0 0 8 4 "Rental" 634386
1996 4 2 2464 8735 1 1 0 0 1 9 "Owner-Occupied" 614315
2003 3 1 1421 4502 0 0 0 0 7 4 "Owner-Occupied" 784502
